Date/Time,Average Real Power (W)
08/03/2023 03:00 AM EDT,0
08/03/2023 03:05 AM EDT,0
08/03/2023 03:10 AM EDT,0
08/03/2023 03:15 AM EDT,0
08/03/2023 03:20 AM EDT,0
08/03/2023 03:25 AM EDT,0
08/03/2023 03:30 AM EDT,0
08/03/2023 03:35 AM EDT,0
08/03/2023 03:40 AM EDT,0
08/03/2023 03:45 AM EDT,0
08/03/2023 03:50 AM EDT,0
08/03/2023 03:55 AM EDT,0
08/03/2023 04:00 AM EDT,0
08/03/2023 04:05 AM EDT,0
08/03/2023 04:10 AM EDT,0
08/03/2023 04:15 AM EDT,0
08/03/2023 04:20 AM EDT,0
08/03/2023 04:25 AM EDT,0
08/03/2023 04:30 AM EDT,0
08/03/2023 04:35 AM EDT,0
08/03/2023 04:40 AM EDT,0
08/03/2023 04:45 AM EDT,0
08/03/2023 04:50 AM EDT,0
08/03/2023 04:55 AM EDT,0
08/03/2023 05:00 AM EDT,0
08/03/2023 05:05 AM EDT,0
08/03/2023 05:10 AM EDT,0
08/03/2023 05:15 AM EDT,0
08/03/2023 05:20 AM EDT,0
08/03/2023 05:25 AM EDT,0
08/03/2023 05:30 AM EDT,0
08/03/2023 05:35 AM EDT,0
08/03/2023 05:40 AM EDT,0
08/03/2023 05:45 AM EDT,0
08/03/2023 05:50 AM EDT,0
08/03/2023 05:55 AM EDT,0
08/03/2023 06:00 AM EDT,0
08/03/2023 06:05 AM EDT,0
08/03/2023 06:10 AM EDT,0
08/03/2023 06:15 AM EDT,0
08/03/2023 06:20 AM EDT,0
08/03/2023 06:25 AM EDT,0
08/03/2023 06:30 AM EDT,0
08/03/2023 06:35 AM EDT,0
08/03/2023 06:40 AM EDT,0
08/03/2023 06:45 AM EDT,0
08/03/2023 06:50 AM EDT,1
08/03/2023 06:55 AM EDT,6
08/03/2023 07:00 AM EDT,17
08/03/2023 07:05 AM EDT,22
08/03/2023 07:10 AM EDT,26
08/03/2023 07:15 AM EDT,28
08/03/2023 07:20 AM EDT,35
08/03/2023 07:25 AM EDT,52
08/03/2023 07:30 AM EDT,62
08/03/2023 07:35 AM EDT,78
08/03/2023 07:40 AM EDT,107
08/03/2023 07:45 AM EDT,152
08/03/2023 07:50 AM EDT,207
08/03/2023 07:55 AM EDT,267
08/03/2023 08:00 AM EDT,335
08/03/2023 08:05 AM EDT,315
08/03/2023 08:10 AM EDT,266
08/03/2023 08:15 AM EDT,286
08/03/2023 08:20 AM EDT,339
08/03/2023 08:25 AM EDT,396
08/03/2023 08:30 AM EDT,468
08/03/2023 08:35 AM EDT,589
08/03/2023 08:40 AM EDT,690
08/03/2023 08:45 AM EDT,676
08/03/2023 08:50 AM EDT,686
08/03/2023 08:55 AM EDT,550
08/03/2023 09:00 AM EDT,435
08/03/2023 09:05 AM EDT,606
08/03/2023 09:10 AM EDT,708
08/03/2023 09:15 AM EDT,686
